KO_ID	KO_function	5492_S3	5501_S5
K00338	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	42.88660545238457	162.5633013898446
K00339	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	47.76850881588193	120.88328583453834
K00340	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	75.06296962814893	139.70209947272664
K00341	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	52.97591091867226	132.57684326197935
K00343	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	50.95841239821938	100.84668435593747
K00344	NADPH:quinone reductase [EC:1.6.5.5]	262.1632268743248	387.87139787149965
K00351	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]	87.43164281912519	52.006827389581666
K00355	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	64.72428578996151	96.66016615332721
K00362	nitrite reductase (NADH) large subunit [EC:1.7.1.15]	98.16728411365338	75.46242905865076
K00363	nitrite reductase (NADH) small subunit [EC:1.7.1.15]	161.08282964799162	178.1103422621989
K00364	GMP reductase [EC:1.7.1.7]	50.00133972344651	75.72701972631174
K00370	nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]	21.276150686775075	64.14873205849439
K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	50.39574721720516	105.37166328343235
K00372	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]	20.56975128677568	61.1719695558929
K00373	nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW	65.05912775152811	110.68603498842408
K00374	nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]	71.72016789879675	113.16162183673895
K00375	GntR family transcriptional regulator / MocR family aminotransferase	11.943945048389388	0.0
K00376	nitrous-oxide reductase [EC:1.7.2.4]	25.244709249466638	0.0
K00380	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]	0.0	18.52331204721834
K00381	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	0.0	16.87680871275705
K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]	45.93910987902684	97.78722925891361
K00383	glutathione reductase (NADPH) [EC:1.8.1.7]	12.57739161264052	15.903595275222829
K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]	28.581594268764963	125.4415255136518
K00389	putative membrane protein	8.1264120039413	2.6252495495608454
K00390	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	103.9495234844711	12.457764317874062
K00405	cytochrome c oxidase cbb3-type subunit II	0.0	99.80395872459017
K00406	cytochrome c oxidase cbb3-type subunit III	109.46108831151173	139.64452867914147
K00407	cytochrome c oxidase cbb3-type subunit IV	105.90249599864636	181.8506067067406
K00410	ubiquinol-cytochrome c reductase cytochrome b/c1 subunit	11.321495197773713	22.773916476454076
K00411	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]	194.23553066897355	144.96233967829542
K00412	ubiquinol-cytochrome c reductase cytochrome b subunit	45.16318415549892	81.99604122519183
K00413	ubiquinol-cytochrome c reductase cytochrome c1 subunit	54.480209547887824	137.29032114405524
K00424	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]	31.427392353592904	94.00844899217005
K00425	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	97.14540653044548	191.65543622515162
K00426	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	134.09538034629713	100.49788438649067
K00428	cytochrome c peroxidase [EC:1.11.1.5]	50.03486774708505	51.83546081958519
K00432	glutathione peroxidase [EC:1.11.1.9]	319.9661173530651	371.5251803910504
K00433	non-heme chloroperoxidase [EC:1.11.1.10]	95.77896525332658	73.0391579333378
K00448	protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]	11.534357308633961	17.828147384936443
K00449	protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]	8.610984580877632	18.69399503079748
K00450	gentisate 1,2-dioxygenase [EC:1.13.11.4]	221.27005467052422	134.60677449034074
K00451	homogentisate 1,2-dioxygenase [EC:1.13.11.5]	56.60373073132605	59.49244045264395
K00453	tryptophan 2,3-dioxygenase [EC:1.13.11.11]	118.57324014769225	136.86758703115814
K00455	3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15]	5.135943385742544	0.0
K00456	cysteine dioxygenase [EC:1.13.11.20]	15.109026338716369	0.0
K00457	4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	64.26816123308213	93.26829579879708
K00459	nitronate monooxygenase [EC:1.13.12.16]	143.8424131006812	221.7016013541563
K00467	lactate 2-monooxygenase [EC:1.13.12.4]	0.0	6.285577107425021
K00472	prolyl 4-hydroxylase [EC:1.14.11.2]	67.06078861375602	132.9316459746534
K00477	phytanoyl-CoA hydroxylase [EC:1.14.11.18]	121.01927183302251	0.0
K00480	salicylate hydroxylase [EC:1.14.13.1]	46.4318303832764	82.18417702448865
K00481	p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]	11.929860489439626	7.004133242425209
K00492	1,3,7-trimethyluric acid 5-monooxygenase [EC:1.14.13.212]	263.6520862769689	170.63323130520232
K00499	choline monooxygenase [EC:1.14.15.7]	194.18016859072551	95.05448574522633
K00500	phenylalanine-4-hydroxylase [EC:1.14.16.1]	59.4703468700472	135.60102957228366
K00507	stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]	23.321858168292835	65.17524387450544
K00523	CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]	66.35365211519772	114.62761563287185
K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	210.18074551880346	163.20219834514938
K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	76.89033656357138	142.18296275370037
K00528	ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	47.610650194781634	118.56881175995989
K00529	3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]	142.31922881109173	67.6577306732203
K00537	arsenate reductase (glutaredoxin) [EC:1.20.4.1]	282.4081567556184	265.07223292991773
K00540	F420H(2)-dependent quinone reductase [EC:1.1.98.-]	0.0	3.0685767032802285
K00548	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	138.93895458473176	183.05057857615122
K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	57.171854425992656	134.3903766651021
K00554	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	78.7573275269303	205.94388769280852
K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	173.23539351013196	314.99777466153546
K00560	thymidylate synthase [EC:2.1.1.45]	148.56398756682685	127.42381931355496
K00564	16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	11.31862648986881	30.370548246107198
K00566	tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	8.68999357775847	31.73722975304619
K00567	methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	22.26244832332913	98.4783992130692
K00568	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	25.70212870921977	86.96979463566926
K00570	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]	15.422592049988273	6.3777971875390564
K00573	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	207.44085056746482	272.46765531004246
K00574	cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	207.94861186663243	129.22094664266163
K00575	chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	197.02981154100934	444.49230540566117
K00588	caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]	0.0	3.559413113004619
K00595	precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]	39.73080761958318	119.73586467096058
K00598	trans-aconitate 2-methyltransferase [EC:2.1.1.144]	28.79344037890889	138.28130782844022
K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]	24.976843648846433	65.03876157386875
K00602	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	0.0	24.134381619410405
K00604	methionyl-tRNA formyltransferase [EC:2.1.2.9]	159.26908907511745	132.01241450201337
K00605	aminomethyltransferase [EC:2.1.2.10]	37.50899334723673	54.15882151758903
K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	56.87203460676506	101.95898626732449
K00609	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	39.39202118464735	164.83088570860878
K00611	ornithine carbamoyltransferase [EC:2.1.3.3]	0.0	135.54944015985018
K00612	carbamoyltransferase [EC:2.1.3.-]	129.58947693416863	149.74479570229585
K00615	transketolase [EC:2.2.1.1]	36.89463165918627	168.3746190581657
K00616	transaldolase [EC:2.2.1.2]	9.307104444217797	21.968309883620975
K00620	glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	0.0	83.6335938500011
K00625	phosphate acetyltransferase [EC:2.3.1.8]	67.96747960594905	52.08774693173408
K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	140.78905204598402	268.36145851146944
K00627	pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	47.80094115247346	107.86301534349707
K00632	acetyl-CoA acyltransferase [EC:2.3.1.16]	54.32647469440084	133.30588817607057
K00640	serine O-acetyltransferase [EC:2.3.1.30]	239.20226809773473	157.90963731928582
K00641	homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	3.259111160543207	134.45439880550094
K00643	5-aminolevulinate synthase [EC:2.3.1.37]	10.47823452481129	24.089179467563913
K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	54.77086543908587	110.05352529370634
K00647	3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	89.78906330472626	127.54240019488762
K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	71.7164624844196	32.89080319438
K00651	homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]	11.24571349728589	17.149922848559214
K00652	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	79.82295290568796	105.70405717886307
K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	112.00856069581253	268.8273653790365
K00657	diamine N-acetyltransferase [EC:2.3.1.57]	39.78800248343717	85.46344787883785
K00661	maltose O-acetyltransferase [EC:2.3.1.79]	63.26483064334272	166.5731979518751
K00662	aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	14.013936939185447	19.28613040274118
K00666	fatty-acyl-CoA synthase [EC:6.2.1.-]	60.15706374636575	169.31954910768255
K00672	formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]	12.872031820373142	0.0
K00673	arginine N-succinyltransferase [EC:2.3.1.109]	36.67742664330332	81.2593273259811
K00675	N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118]	8.875264296616711	25.728206075585568
K00677	UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	46.01128577305086	115.17230583503719
K00681	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	130.94928432425746	219.84085776408608
K00684	leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	74.32417773472335	159.0062808293007
K00688	glycogen phosphorylase [EC:2.4.1.1]	19.61357508322309	0.0
K00694	cellulose synthase (UDP-forming) [EC:2.4.1.12]	10.74639894917159	15.668612444262811
K00697	trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]	37.658863413685175	103.31056478685542
K00700	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	28.348133241420904	92.94344271603262
K00703	starch synthase [EC:2.4.1.21]	58.30730495201893	103.8938989836759
K00705	4-alpha-glucanotransferase [EC:2.4.1.25]	0.0	24.967417117239208
K00748	lipid-A-disaccharide synthase [EC:2.4.1.182]	54.85013341654145	105.02860971230628
K00759	adenine phosphoribosyltransferase [EC:2.4.2.7]	65.68691658630013	188.97370534785819
K00760	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	95.50113886136991	31.98530753631335
K00761	uracil phosphoribosyltransferase [EC:2.4.2.9]	44.95038180938669	92.599342403205
K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]	93.16618992102389	178.35564297564565
K00763	nicotinate phosphoribosyltransferase [EC:6.3.4.21]	78.77957993477597	209.28814198095597
K00764	amidophosphoribosyltransferase [EC:2.4.2.14]	0.0	100.41068439412895
K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	56.46939949936249	128.52364577282557
K00766	anthranilate phosphoribosyltransferase [EC:2.4.2.18]	158.7071211494968	187.09315911376072
K00767	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	66.39644367477916	155.18396465260287
K00768	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	88.73359793313179	132.22120742835912
K00772	5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	0.0	6.997190567874118
K00773	queuine tRNA-ribosyltransferase [EC:2.4.2.29]	0.0	116.95973478184784
K00783	23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	42.01551432842807	81.58298413251521
K00784	ribonuclease Z [EC:3.1.26.11]	77.94269416826887	64.27619956325242
K00788	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	140.59292406456905	98.60725525273746
K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	52.23636200510512	115.02052828831256
K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	79.22508628809068	206.17306003922118
K00791	tRNA dimethylallyltransferase [EC:2.5.1.75]	142.7740584650974	67.69573380560921
K00793	riboflavin synthase [EC:2.5.1.9]	108.90902141247952	157.24739161541387
K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	170.40874006625268	118.87997175230203
K00795	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	21.126300541909302	125.4854459409658
K00796	dihydropteroate synthase [EC:2.5.1.15]	148.21785006788468	115.60574234778069
K00797	spermidine synthase [EC:2.5.1.16]	229.37036940116394	208.9388079596206
K00798	cob(I)alamin adenosyltransferase [EC:2.5.1.17]	57.62303843036915	156.27962550714284
K00799	glutathione S-transferase [EC:2.5.1.18]	1131.0336521671125	1476.581396185407
K00800	3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	53.790145845680236	136.43976874428216
K00803	alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]	35.59622258689543	42.788130499887096
K00806	undecaprenyl diphosphate synthase [EC:2.5.1.31]	31.148928470990697	28.244402229505425
K00809	deoxyhypusine synthase [EC:2.5.1.46]	11.491904415957949	13.612277690531707
K00812	aspartate aminotransferase [EC:2.6.1.1]	52.53942904230839	129.12575723404728
K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	147.90555933790387	121.12053304550578
K00820	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	91.31186908424498	178.97294287257762
K00821	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	12.529022009910646	86.7103735902894
K00822	beta-alanine--pyruvate transaminase [EC:2.6.1.18]	66.60966437412753	116.20078296199809
K00824	D-alanine transaminase [EC:2.6.1.21]	38.751821203870094	22.886836407768136
K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]	36.109043968061975	133.79097818747422
K00831	phosphoserine aminotransferase [EC:2.6.1.52]	68.48295055761109	109.2722073807643
K00832	aromatic-amino-acid transaminase [EC:2.6.1.57]	29.762884356521653	79.56544290796806
K00833	adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	26.853496579801714	116.91487442321002
K00839	(S)-ureidoglycine---glyoxylate transaminase [EC:2.6.1.112]	0.0	28.961035777706854
K00845	glucokinase [EC:2.7.1.2]	17.377955154084297	38.53998270933867
K00847	fructokinase [EC:2.7.1.4]	91.94194890102438	132.31661045772887
K00851	gluconokinase [EC:2.7.1.12]	143.9177166831849	162.43899547226678
K00852	ribokinase [EC:2.7.1.15]	45.08863759313681	145.76407973545545
K00854	xylulokinase [EC:2.7.1.17]	30.709697416217956	109.76009582406391
K00855	phosphoribulokinase [EC:2.7.1.19]	15.917165261426415	0.0
K00856	adenosine kinase [EC:2.7.1.20]	45.112005609612154	209.82428735290458
K00857	thymidine kinase [EC:2.7.1.21]	160.54478754316116	41.5590634835885
K00858	NAD+ kinase [EC:2.7.1.23]	201.92647679726733	153.73595772407617
K00859	dephospho-CoA kinase [EC:2.7.1.24]	183.67500008614041	184.6770442837543
K00864	glycerol kinase [EC:2.7.1.30]	51.85099890987997	112.34245032593678
K00868	pyridoxine kinase [EC:2.7.1.35]	41.06824307233029	89.35803195709362
K00873	pyruvate kinase [EC:2.7.1.40]	289.823009669648	231.71960302439913
