contig_ID	coverage	taxid	domain	phylum	class	order	family	genus	species
c_5492_S3_83	73.3851	28065	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	NA
c_5492_S3_84	35.1562	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_85	12.0398	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_86	50.0413	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_87	42.4139	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_88	11.1087	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_89	172.4215	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5492_S3_90	8.4230	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_91	14.1430	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_92	12.1780	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_93	42.2098	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_94	12.4252	1822464	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	NA
c_5492_S3_95	69.6825	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_96	274.9825	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_97	39.9587	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_98	89.3034	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_99	7.2801	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_100	68.7989	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_101	70.6252	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_102	50.5425	2172652	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. 774
c_5492_S3_103	16.2530	2026176	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia phosphatilytica
c_5492_S3_104	311.2077	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_105	90.6960	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_106	371.2589	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_107	58.2094	286638	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia alkalitolerans
c_5492_S3_108	13.2658	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_109	16.9177	2653152	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. 9I
c_5492_S3_110	17.4852	2079199	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Mn16-1_5
c_5492_S3_111	24.9340	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_112	53.9445	2172652	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. 774
c_5492_S3_113	52.6736	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_114	13.6983	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_115	145.8764	32040	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax konjaci
c_5492_S3_116	14.8630	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_117	237.9391	1528773	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. AD80
c_5492_S3_118	19.6853	2079199	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Mn16-1_5
c_5492_S3_119	58.6454	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_120	379.5841	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_121	8.7557	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_122	8.3628	80840	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	NA
c_5492_S3_123	312.4793	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_124	367.1919	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_125	14.1257	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_126	260.7327	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5492_S3_127	119.0368	12916	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	NA
c_5492_S3_128	13.5596	2079199	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Mn16-1_5
c_5492_S3_129	54.5891	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_130	14.5276	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_131	25.5559	2609279	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_132	12.5833	2079199	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Mn16-1_5
c_5492_S3_133	70.0928	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_134	53.5962	2590212	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas sp. 13393
c_5492_S3_135	205.0076	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_136	657.4378	520	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella pertussis
c_5492_S3_137	242.2145	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_138	65.1236	506	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	NA	NA
c_5492_S3_139	11.4296	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5492_S3_140	9.0752	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_141	237.2604	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_142	12.0042	2653152	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. 9I
c_5492_S3_143	18.9375	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5492_S3_144	272.2740	1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
c_5492_S3_145	46.8962	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_146	186.0786	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_147	370.1174	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_148	326.0966	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_149	12.5300	165695	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA
c_5492_S3_150	6.4548	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_151	150.6602	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_152	11.0783	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_153	10.1404	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_154	39.1350	2590212	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas sp. 13393
c_5492_S3_155	15.5124	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_156	77.1028	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_157	403.5110	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_158	14.4315	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_159	212.0584	2728020	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella sp. GN2-R2
c_5492_S3_160	10.9115	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_161	14.4225	33882	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	NA
c_5492_S3_162	521.3733	1164594	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia yuzhufengensis
c_5492_S3_163	440.7591	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_164	13.9275	41297	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
c_5492_S3_165	19.7488	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_166	19.5595	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_167	417.6788	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_168	25.0637	88	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Leptothrix	NA
c_5492_S3_169	429.9984	573	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
c_5492_S3_170	20.0069	1457154	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	Candidatus Accumulibacter	Candidatus Accumulibacter sp. SK-01
c_5492_S3_171	23.2849	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_172	46.9693	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_173	211.7414	75682	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
c_5492_S3_174	14.0614	273677	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium oleivorans
c_5492_S3_175	259.7244	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_176	10.9227	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5492_S3_177	433.4672	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_178	62.2456	2728836	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas sp. G-1-1-14
c_5492_S3_179	55.1624	75	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA
c_5492_S3_180	146.9133	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_181	137.2733	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_182	45.9453	2172652	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. 774
c_5492_S3_183	21.5650	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_184	54.3535	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_185	8.5670	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_186	59.9147	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_187	266.2658	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_188	23.2435	2079199	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Mn16-1_5
c_5492_S3_189	8.5503	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_190	56.3789	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_191	65.0635	75	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA
c_5492_S3_192	90.9064	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_193	52.1321	364039	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica
c_5492_S3_194	46.2936	506	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	NA	NA
c_5492_S3_195	26.4367	75682	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
c_5492_S3_196	51.1010	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_197	65.0759	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_198	10.8862	196159	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5492_S3_199	18.3423	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_200	13.8033	75682	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
c_5492_S3_201	316.6386	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_202	343.6125	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_203	10.2469	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_204	28.8286	305	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum
c_5492_S3_205	254.3930	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_206	322.5783	286638	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia alkalitolerans
c_5492_S3_207	79.9231	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_208	47.9203	2172652	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. 774
c_5492_S3_209	34.8938	2172652	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. 774
c_5492_S3_210	15.3845	2653152	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. 9I
c_5492_S3_211	103.0694	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_212	9.5901	1955422	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. KIM
c_5492_S3_213	206.1469	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_214	581.9462	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_215	51.1514	2172652	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. 774
c_5492_S3_216	15.9752	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_217	39.9616	45677	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas lata
c_5492_S3_218	129.4427	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_219	70.0221	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_220	59.6250	2666307	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus lacunae
c_5492_S3_221	12.1132	470	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii
c_5492_S3_222	10.0570	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_223	11.8056	2	Bacteria	NA	NA	NA	NA	NA	NA
c_5492_S3_224	12.7256	196159	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5492_S3_225	243.7015	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_226	63.7735	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_227	18.6818	2035208	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. 64
c_5492_S3_228	61.5595	312063	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	NA
c_5492_S3_229	15.0416	344880	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas dokdonensis
c_5492_S3_230	44.5356	312063	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	NA
c_5492_S3_231	23.9524	2079199	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Mn16-1_5
c_5492_S3_232	46.2411	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_233	89.9559	149698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
c_5492_S3_234	268.0708	NA	NA	NA	NA	NA	NA	NA	NA
c_5492_S3_235	45.5312	80840	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	NA
c_5492_S3_236	12.2875	13687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
c_5492_S3_237	46.1018	312063	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	NA
