taxid	domain	phylum	class	order	family	genus	species	5492_S3	5501_S5
1042957	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Streptomyces sp. SLBN-31	0.7971426627538557	0.0
1045776	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kutzneria	Kutzneria buriramensis	2.3212291999439185	3.908867766895745
1046	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	NA	NA	16.17806570889986	0.0
1048	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium gracile	0.0	4.290693064154521
1048515	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	NA	EBPR podovirus 1	3.2093404759993147	0.0
1049	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	Allochromatium vinosum	14.062137552465968	16.28018610249757
1049336	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Ephemeridae	Ephemera	Ephemera danica	77.22093912854672	58.62481940950307
1051139	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	Salinisphaera halophila	14.030311955010031	0.0
105219	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia mannitolilytica	0.0	7.474137442362967
1054037	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium barthaii	3.4729258345804164	7.733239423343523
1054213	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA	Acetobacteraceae bacterium AT-5844	4.661009914537532	0.0
105560	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Methylibium	Methylibium petroleiphilum	8.057386152988688	0.0
105972	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylosarcina	Methylosarcina fibrata	39.925256732472	42.28587451755605
1064539	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum brasilense	12.80344322340341	0.0
106589	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA	729.8709707013788	2552.276284179496
106590	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator	27.85716549525538	143.73856728825413
1066	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	Rhodocyclus tenuis	6.481330329340222	0.0
106648	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter bereziniae	123.46415836800502	0.0
1071679	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia grimmiae	0.0	2.3540033639007207
1074000	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter universalis	55.55947861750424	0.0
1075768	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. CG3	0.0	7.376432744534629
1076	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	0.0	2.690725220134168
1076125	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Phytohabitans	Phytohabitans rumicis	9.138991336904352	17.54529683203229
1077935	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus zhejiangensis	0.0	2.1470364542862193
1080187	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. UYPR2.512	1.5466811013198256	4.120729623598266
1083	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Phaeospirillum	Phaeospirillum molischianum	57.24625317226839	7.691651797488559
1085630	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas citri	13.80619105285827	2.8684778423662
1088721	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium pentaromativorans	10.224854245493717	0.0
1089453	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	Gordonia sputi	0.0	2.233805218739338
109258	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfacinum	Desulfacinum hydrothermale	46.203683224631085	2.216789450290506
1100699	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	Limnohabitans sp. 2KL-1	40.043560653762675	0.0
1101373	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Tepidimonas	Tepidimonas fonticaldi	42.61714054382095	78.22787818464482
1104780	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella	Sphingosinicella sp. YJ22	4.647539046137126	16.515609748159488
1105204	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax sp. WS11	111.23198372445569	0.0
1107881	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti	0.0	177.87210167464477
1108140	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia catarinensis	10.814620671199103	14.120484943840754
1110389	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Verminephrobacter	Verminephrobacter aporrectodeae	0.0	1.826903029851063
1111	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	NA	1.3572839117380335	13.085125937151675
1112216	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. PAMC 26617	2.5213064804089003	6.943268776031262
1114943	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tsukubensis	0.0	18.865825355384953
111527	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	NA	247.247968099328	128.6431526249895
1120705	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. LC363	0.0	2.1808348984654056
1121276	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chitinilyticum	Chitinilyticum litopenaei	12.9728935095769	14.440016212086512
1121961	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hirschia	Hirschia maritima	4.028773579691955	0.0
1123367	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera linaloolentis	63.732091680674884	0.0
1127483	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus basilensis	18.16166449805912	9.047085955433177
1128670	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga makkahensis	5.225033206606554	7.319577545619412
1128983	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter malonaticus	1.7441107210633466	0.0
1129897	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Nitrolancea	Nitrolancea hollandica	0.0	1.5727154203517326
1131492	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	NA	NA	3.7335772988485485	0.0
1131551	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylotenera	Methylotenera sp. 1P/1	0.0	4.860177424180606
1132028	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Chromatocurvus	Chromatocurvus halotolerans	0.0	4.398731539168678
1132417	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium cupriresistens	0.0	1.0459258765933774
1134413	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus ligniniphilus	1.199443975620139	0.0
1136105	Bacteria	Cyanobacteria	NA	Nostocales	Tolypothrichaceae	Tolypothrix	Tolypothrix campylonemoides	2.026963178272916	8.292409430576996
1136135	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium azibense	0.0	2.774541476819909
1137989	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	Geodermatophilus normandii	51.83629517594737	68.04844722724286
1138374	Eukaryota	Microsporidia	NA	NA	NA	Nematocida	Nematocida sp. 1	3.197587009147965	5.833242401856668
1141883	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia putida	211.0206883627606	182.79152349810497
1141889	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas spermidinifaciens	4.779886303011226	45.34923729696235
1141890	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas guangdongensis	0.0	17.072468252601393
114248	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Tepidimonas	NA	2.215805790271159	3.3425495829623064
114249	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Tepidimonas	Tepidimonas ignava	11.973079574435008	0.0
1144307	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. AP49	0.0	1.4290720325901898
1144315	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax sp. CF313	153.5849127737141	0.0
1144318	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas sp. CF318	0.0	5.4516113485299575
1144319	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum sp. CF444	0.0	2.2687302777244973
1144329	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. GM33	5.420477080808979	0.0
114616	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium nodulans	0.45503985210186665	0.0
1147111	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium euwallaceae	2.390086268301368	2.3609572966686225
115547	Archaea	NA	NA	NA	NA	NA	uncultured archaeon	78.49335478040224	67.77203811191538
115553	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sulfidaeris	71.25892598220165	16.35124053284668
1157641	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. PgraA7	0.0	4.497135515152448
115808	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. ORS 285	0.0	2.397475155896709
1158293	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	Oxalobacteraceae bacterium AB_14	63.19728210453927	0.0
1159870	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella sp. FB-8	8.573697883273008	24.016475155574497
1160705	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces viridochromogenes	0.0	3.167050190342221
1162282	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter sp. 115	1.5414394486753122	8.152301282379025
1164594	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia yuzhufengensis	9130.301553410123	6823.137839270371
1166323	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas carotinifaciens	3.6216778541678916	3.2863742378093144
1166337	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas jatrophae	0.0	4.2796017356336495
1166340	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. S6-262	4.797775902480556	31.84174735393008
1169855	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	Rhodobacteraceae bacterium PD-2	2.5890186144003127	5.587213037504038
1169913	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Vulcaniibacterium	Vulcaniibacterium thermophilum	3.040373209011497	0.0
1175306	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum sp. GW103	0.0	4.176633027246369
1176533	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Luteimonas sp. Gr-4	6.556967555896548	0.0
117681	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas gingeri	53.20434862656594	65.74523865157697
1177594	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. C448	10.103848994683172	14.756964036035816
1177931	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Thiovulum	Thiovulum sp. ES	0.9346779034740615	2.3563925642651116
1177982	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax wautersii	404.09599748504627	1026.7757752434163
1183412	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium deltaense	44.74712992543774	0.0
1183421	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	47.5256888462156	0.0
1183424	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	2.9351108057339617	0.0
1183429	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium genomosp. 1	0.0	4.214238652494015
1183432	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium genomosp. 3	43.119534165718136	0.0
1183433	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium fabrum	0.0	3.2732821967881813
1183435	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium genomosp. 5	0.0	1.9848039222261245
1184720	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium anhuiense	3.7755105200046573	0.0
118562	Bacteria	Cyanobacteria	NA	Oscillatoriales	Microcoleaceae	Arthrospira	Arthrospira platensis	9.36856856689426	0.0
1185650	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacteroides	Mycobacteroides abscessus	550.9625069572527	414.3336509387637
1188315	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. AgN23	8.285031306235904	0.0
1188795	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	NA	Xanthomonas citri phage CP2	3.2848345857598855	5.241439414036396
118884	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	12.267059362514502	0.0
119045	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	NA	5.222152981091991	14.087074987525698
1190567	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia	44.03065146669109	0.0
119059	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA	6.255849817628791	8.507748253663468
119060	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA	1729.282515082405	3173.2564587912193
119065	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	NA	3.703129200551749	0.0
119219	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus metallidurans	23.43020521057509	88.3698589119448
1193181	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Tetrasphaera	Tetrasphaera elongata	0.0	1.9136717943041814
1196083	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Snodgrassella	Snodgrassella alvi	2.458388759075268	0.0
1198452	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. HH01	3.3773595942152586	5.036162426630853
120107	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium cloacae	3.841809375637992	4.263149274587804
120212	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Subtercola	NA	0.0	1.4474863573498846
1206458	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp. MBES04	13.955837552419213	7.902717254069618
1207504	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomultivorans	15.078016347931317	70.45443026736399
1208590	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter turicensis	0.0	10.841161760765374
1208662	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter malonaticus	102.44058730524041	0.0
1208663	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter sakazakii	0.0	23.458567733899443
1208664	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter sakazakii	1.9160118823641346	0.0
1214102	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium fortuitum	0.0	3.9748135818315715
1217052	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia sp. A12	16.44141850268786	22.282848061900708
1217418	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. HPC(L)	0.0	2.2919424276061804
1217718	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. BIS7	1.05772256862411	5.6487300907888
1219039	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas aquatilis	0.0	1.7787888078787382
1219043	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas changbaiensis	0.0	5.416317226073876
1221450	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus abyssalis	1.66477034741687	0.0
1223565	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. Pop5	85.21097093953337	0.0
1224	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	104533.89325811336	81066.13388556278
1224748	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	Solibacillus isronensis	0.0	2.821295991267784
1226301	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia terrestris	182.0108959736963	177.7262633304509
1226660	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	2.0307736629598834	5.123280830161687
1226663	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	109.33563251190836	0.0
1229	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	Nitrosococcus oceani	14.709222254871088	0.0
1229488	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA	beta proteobacterium FWI2	0.0	5.1405296913289975
1229514	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. GA3-3	9.238779522744272	0.0
1229970	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Glaciimonas	NA	1.2127001688269121	1.937641495520915
1231	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira multiformis	14.40361422713653	4.2934707523830395
1231053	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. BoFeN1	44.76916991198396	53.13715638718197
1231063	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium gorillae	0.0	3.00277809699545
1231392	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceaniovalibus	Oceaniovalibus guishaninsula	8.29367198277959	0.0
1232866	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia udeis	14.986278481852596	5.438130819644696
1234381	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera aminoaromatica	152.18639333519928	113.58759681658447
1234595	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Pacificimonas	Pacificimonas flava	0.5954195391376956	5.572314527914708
1236	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	1200.2079688550762	1288.317887347351
123899	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella trematum	33.11910494556716	36.66292059655218
1239	Bacteria	Firmicutes	NA	NA	NA	NA	NA	10.27684142155159	0.0
1240557	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio sp. ALJ3	7.424470013363276	0.0
1241583	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	39.25257201322627	42.28072705335635
1242992	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira sp. B5-022	19.504117931837083	16.764339103167806
1245436	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia kirstenboschensis	2.458013077486412	3.5170777559220716
1245441	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia steynii	37.338420649206945	10.198058950486923
1245745	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria bassiana	79.07979374060635	0.0
1247510	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Verticiella	Verticiella sediminum	0.0	4.066574415338742
1247936	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia ribeironis	25.709805312553872	145.05647351852394
1249477	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	5.842510621889933	13.490377052617402
1249621	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. HMR-1	3.3945514993052837	57.289081586269766
1249667	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis	467.253654126761	0.0
1249668	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ubonensis	28.07826305509682	23.668700819606592
1250539	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pelagibaca	Pelagibaca abyssi	8.444678091900203	0.0
125216	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	NA	6.3729193565560855	0.0
